FINNISH;SPANISH;VERB;PRESENT;terminar;termino;terminas;termina;terminamos;termináis;terminan;lopettaa, saattaa päätökseen;;0
FINNISH;SPANISH;VERB;PRESENT;tocar;toco;tocas;toca;tocamos;tocáis;tocan;soittaa, koskettaa;;0
FINNISH;SPANISH;VERB;PRESENT;tomar;tomo;tomas;toma;tomamos;tomáis;toman;ottaa;;0
FINNISH;SPANISH;VERB;PRESENT;trabajar;trabajo;trabajas;trabaja;trabajamos;trabajáis;trabajan;työskennellä;;0
FINNISH;SPANISH;VERB;PRESENT;traducir;traduzco;traduces;traduce;traducimos;traducís;traducen;kääntää, vaihtaa;;1
FINNISH;SPANISH;VERB;PRESENT;traer;traigo;traes;trae;traemos;traéis;traen;hakea, noutaa;;1
FINNISH;SPANISH;VERB;PRESENT;usar;uso;usas;usa;usamos;usáis;usan;käyttää;;0
FINNISH;SPANISH;VERB;PRESENT;vender;vendo;vendes;vende;vendemos;vendéis;venden;myydä;;0
FINNISH;SPANISH;VERB;PRESENT;ver;veo;ves;ve;vemos;veis;ven;nähdä;;1
FINNISH;SPANISH;VERB;PRESENT;viajar;viajo;viajas;viaja;viajamos;viajáis;viajan;matkustaa;;0
FINNISH;SPANISH;VERB;PRESENT;vivir;vivo;vives;vive;vivimos;vivís;viven;asua, elää;;0
FINNISH;SPANISH;VERB;PRESENT;volar;vuelo;vuelas;vuela;volamos;voláis;vuelan;lentää;;1
FINNISH;SPANISH;VERB;PRESENT;volver;vuelvo;vuelves;vuelve;volvemos;volvéis;vuelven;palata, jättää;;1
